a1,a2,a3,a4,a5,res
18,125,0.14400000000000002,0.7097777777777791,0.008,Printed_extended
5,5,1.0,0.4,0.12,Other_extended
9,7,1.28571428571429,0.523809523809524,0.095238095238095,Other_extended
8,3,2.6666666666666696,0.958333333333333,0.083333333333333,Other_extended
19,24,0.791666666666667,0.46271929824561403,0.041666666666667,Handwritten_extended
3,3,1.0,0.666666666666667,0.222222222222222,Other_extended
18,75,0.24,0.15925925925925902,0.012592592592593,Handwritten_extended
9,30,0.3,0.422222222222222,0.03333333333333299,Other_extended
17,149,0.11409395973154401,0.22463482037110102,0.006711409395973,Printed_extended
22,88,0.25,0.267045454545454,0.011363636363636001,Printed_extended
15,12,1.25,0.25,0.06111111111111099,Handwritten_extended
22,41,0.536585365853659,0.5875831485587579,0.024390243902439,Printed_extended
5,5,1.0,0.32,0.16,Other_extended
21,80,0.2625,0.18511904761904802,0.011309523809524,Printed_extended
23,69,0.33333333333333304,0.349086326402016,0.014492753623188,Handwritten_extended
18,37,0.48648648648648707,0.36036036036036,0.027027027027027,Handwritten_extended
31,99,0.313131313131313,0.22776148582600197,0.010101010101010001,Handwritten_extended
23,211,0.10900473933649302,0.31423861528951197,0.004739336492891,Printed_extended
20,48,0.4166666666666671,0.165625,0.01875,Handwritten_extended
4,14,0.28571428571428603,0.107142857142857,0.07142857142857201,Other_extended
16,17,0.941176470588235,0.23161764705882396,0.05514705882353001,Printed_extended
12,25,0.48,0.21666666666666698,0.03333333333333299,Printed_extended
6,13,0.46153846153846206,0.564102564102564,0.06410256410256401,Other_extended
20,53,0.377358490566038,0.259433962264151,0.018867924528301997,Printed_extended
62,56,1.10714285714286,0.163018433179724,0.015841013824885,Handwritten_extended
13,64,0.203125,0.272836538461538,0.015625,Mixed_extended
12,7,1.7142857142857097,0.46428571428571397,0.071428571428571,Other_extended
4,10,0.4,0.35,0.1,Other_extended
6,9,0.666666666666667,0.555555555555556,0.111111111111111,Other_extended
9,9,1.0,0.45679012345679,0.09876543209876598,Other_extended
31,21,1.47619047619048,0.279569892473118,0.030721966205837,Handwritten_extended
20,70,0.28571428571428603,0.336428571428572,0.014285714285713997,Printed_extended
18,23,0.7826086956521741,0.458937198067633,0.038647342995169,Printed_extended
22,102,0.215686274509804,0.211675579322638,0.009803921568626998,Handwritten_extended
19,36,0.527777777777778,0.47368421052631604,0.024853801169591003,Printed_extended
15,71,0.211267605633803,0.32863849765258196,0.014084507042254,Printed_extended
5,5,1.0,0.64,0.16,Other_extended
16,8,2.0,0.546875,0.0546875,Other_extended
4,13,0.307692307692308,0.8461538461538459,0.076923076923077,Other_extended
3,3,1.0,0.666666666666667,0.222222222222222,Other_extended
10,18,0.555555555555556,0.40555555555555606,0.055555555555556,Other_extended
6,11,0.545454545454545,0.6363636363636359,0.09090909090909101,Other_extended
37,29,1.27586206896552,0.21342031686859303,0.026095060577818997,Handwritten_extended
7,22,0.31818181818181795,0.5,0.045454545454546,Other_extended
3,11,0.272727272727273,0.03030303030303,0.060606060606060996,Other_extended
13,151,0.08609271523178799,0.241976566479878,0.005603667855323001,Printed_extended
5,5,1.0,0.4,0.12,Other_extended
103,4,25.75,0.40776699029126207,0.007281553398058,Other_extended
5,5,1.0,0.2,0.16,Other_extended
55,163,0.337423312883436,0.467930842163971,0.006134969325153001,Handwritten_extended
16,48,0.33333333333333304,0.25,0.01953125,Handwritten_extended
23,55,0.418181818181818,0.18498023715415002,0.018181818181818,Handwritten_extended
3,3,1.0,0.666666666666667,0.222222222222222,Other_extended
5,11,0.45454545454545503,0.327272727272727,0.072727272727273,Other_extended
13,31,0.419354838709678,0.334987593052109,0.032258064516129,Printed_extended
3,4,0.75,0.33333333333333304,0.25,Other_extended
21,69,0.304347826086957,0.23602484472049698,0.013802622498275,Printed_extended
5,3,1.6666666666666698,0.933333333333333,0.133333333333333,Other_extended
5,9,0.555555555555556,0.444444444444444,0.111111111111111,Other_extended
5,5,1.0,0.2,0.16,Other_extended
13,41,0.31707317073170693,0.31519699812382695,0.024390243902439,Handwritten_extended
3,5,0.6,0.066666666666667,0.066666666666667,Other_extended
5,7,0.7142857142857142,0.6,0.08571428571428599,Other_extended
5,5,1.0,0.2,0.16,Other_extended
14,88,0.15909090909090898,0.23133116883116897,0.011363636363636001,Printed_extended
3,3,1.0,0.7777777777777779,0.222222222222222,Other_extended
21,177,0.11864406779660999,0.37610976594027506,0.005111649179446,Printed_extended
21,23,0.91304347826087,0.463768115942029,0.043478260869565,Printed_extended
12,56,0.214285714285714,0.543154761904762,0.017857142857143002,Printed_extended
14,55,0.25454545454545396,0.368831168831169,0.018181818181818,Handwritten_extended
5,5,1.0,0.2,0.16,Other_extended
15,340,0.044117647058824004,0.299019607843138,0.0029411764705879998,Printed_extended
22,183,0.120218579234973,0.24565325384997502,0.005464480874317001,Printed_extended
3,3,1.0,0.222222222222222,0.0,Other_extended
10,19,0.526315789473684,0.23157894736842102,0.052631578947369,Other_extended
18,124,0.145161290322581,0.25537634408602106,0.008064516129032,Handwritten_extended
3,11,0.272727272727273,0.0,0.0,Other_extended
4,15,0.266666666666667,0.05,0.066666666666667,Other_extended
16,51,0.313725490196078,0.155637254901961,0.018382352941177,Printed_extended
19,24,0.791666666666667,0.712719298245614,0.041666666666667,Handwritten_extended
16,71,0.22535211267605604,0.22711267605633803,0.014084507042254,Handwritten_extended
31,58,0.5344827586206901,0.24916573971078998,0.017241379310345,Handwritten_extended
16,30,0.5333333333333329,0.304166666666667,0.03333333333333299,Handwritten_extended
18,20,0.9,0.327777777777778,0.05,Other_extended
17,149,0.11409395973154401,0.26253454401895,0.006711409395973,Printed_extended
13,41,0.31707317073170693,0.32833020637898697,0.024390243902439,Handwritten_extended
6,12,0.5,0.277777777777778,0.083333333333333,Other_extended
28,53,0.5283018867924529,0.283692722371968,0.018194070080863,Handwritten_extended
39,159,0.245283018867925,0.17819706498951698,0.006128043863893001,Mixed_extended
40,113,0.35398230088495597,0.45309734513274397,0.008849557522124001,Handwritten_extended
8,14,0.5714285714285711,0.196428571428571,0.0625,Other_extended
41,174,0.23563218390804605,0.12587608634707,0.005747126436781999,Handwritten_extended
16,52,0.307692307692308,0.280048076923077,0.016826923076923,Handwritten_extended
9,11,0.818181818181818,0.323232323232323,0.09090909090909101,Other_extended
37,29,1.27586206896552,0.216216216216216,0.026095060577818997,Handwritten_extended
4,12,0.33333333333333304,0.020833333333333,0.083333333333333,Other_extended
16,22,0.7272727272727271,0.22159090909090898,0.04261363636363601,Handwritten_extended
16,21,0.7619047619047621,0.342261904761905,0.04761904761904799,Other_extended
4,9,0.444444444444444,0.055555555555556,0.111111111111111,Other_extended
16,151,0.10596026490066199,0.300496688741722,0.005794701986755,Printed_extended
462,5,92.4,0.202164502164502,0.0017316017316020003,Other_extended
8,7,1.14285714285714,0.33928571428571397,0.107142857142857,Other_extended
11,12,0.916666666666667,0.606060606060606,0.083333333333333,Other_extended
5,13,0.384615384615385,0.2,0.076923076923077,Other_extended
29,192,0.151041666666667,0.20204741379310298,0.005208333333333,Handwritten_extended
9,79,0.11392405063291099,0.261603375527426,0.012658227848101002,Mixed_extended
24,122,0.19672131147541003,0.28312841530054605,0.008196721311475001,Printed_extended
10,19,0.526315789473684,0.28421052631578997,0.052631578947369,Other_extended
5,6,0.833333333333333,0.33333333333333304,0.133333333333333,Other_extended
22,45,0.48888888888888893,0.14949494949495,0.022222222222222,Mixed_extended
16,21,0.7619047619047621,0.41071428571428603,0.04761904761904799,Other_extended
23,52,0.442307692307692,0.158862876254181,0.018394648829432,Handwritten_extended
13,32,0.40625,0.24519230769230801,0.028846153846154,Handwritten_extended
28,166,0.168674698795181,0.271729776247848,0.006024096385542,Handwritten_extended
13,32,0.40625,0.276442307692308,0.028846153846154,Handwritten_extended
12,48,0.25,0.314236111111111,0.020833333333333,Handwritten_extended
21,58,0.36206896551724105,0.270114942528736,0.017241379310345,Printed_extended
15,23,0.652173913043478,0.28115942028985497,0.040579710144928,Handwritten_extended
12,25,0.48,0.21333333333333301,0.03333333333333299,Printed_extended
22,46,0.4782608695652171,0.266798418972332,0.021739130434783,Printed_extended
7,12,0.583333333333333,0.452380952380952,0.05952380952381,Other_extended
4,13,0.307692307692308,0.17307692307692302,0.076923076923077,Other_extended
10,18,0.555555555555556,0.288888888888889,0.055555555555556,Handwritten_extended
5,8,0.625,0.225,0.075,Other_extended
15,33,0.45454545454545503,0.22020202020202,0.026262626262626,Printed_extended
18,40,0.45,0.290277777777778,0.025,Handwritten_extended
3,3,1.0,0.222222222222222,0.111111111111111,Other_extended
7,4,1.75,0.5,0.107142857142857,Other_extended
16,69,0.23188405797101397,0.45289855072463797,0.014492753623188,Handwritten_extended
26,31,0.8387096774193549,0.280397022332506,0.032258064516129,Handwritten_extended
20,126,0.158730158730159,0.24761904761904802,0.007936507936508,Handwritten_extended
5,11,0.45454545454545503,0.072727272727273,0.054545454545455,Other_extended
24,41,0.585365853658537,0.403455284552846,0.023373983739837,Printed_extended
6,9,0.666666666666667,0.555555555555555,0.111111111111111,Other_extended
6,12,0.5,0.263888888888889,0.069444444444445,Printed_extended
4,51,0.07843137254902001,0.029411764705882002,0.019607843137255002,Other_extended
13,50,0.26,0.255384615384615,0.018461538461538998,Printed_extended
9,7,1.28571428571429,0.603174603174603,0.095238095238095,Other_extended
18,19,0.9473684210526321,0.29824561403508804,0.052631578947367995,Handwritten_extended
16,30,0.5333333333333329,0.4208333333333329,0.03333333333333299,Handwritten_extended
3,3,1.0,0.33333333333333304,0.111111111111111,Other_extended
16,61,0.262295081967213,0.37192622950819704,0.014344262295082,Printed_extended
4,8,0.5,0.34375,0.125,Other_extended
51,109,0.46788990825688104,0.154164418060802,0.009174311926606,Handwritten_extended
27,258,0.10465116279069801,0.18690783807062902,0.0038759689922479995,Handwritten_extended
22,183,0.120218579234973,0.263040238450075,0.005464480874317001,Printed_extended
11,79,0.139240506329114,0.402761795166859,0.011507479861910001,Printed_extended
6,4,1.5,0.25,0.125,Other_extended
15,56,0.267857142857143,0.395238095238095,0.016666666666667,Printed_extended
16,44,0.36363636363636404,0.267045454545454,0.019886363636363997,Handwritten_extended
40,113,0.35398230088495597,0.172566371681416,0.008849557522124001,Handwritten_extended
19,45,0.422222222222222,0.23859649122807,0.021052631578946997,Handwritten_extended
24,54,0.444444444444444,0.20524691358024696,0.018518518518518996,Handwritten_extended
5,9,0.555555555555556,0.066666666666667,0.111111111111111,Other_extended
5,5,1.0,0.56,0.16,Other_extended
15,48,0.3125,0.286111111111111,0.018055555555556,Printed_extended
5,13,0.384615384615385,0.09230769230769198,0.076923076923077,Other_extended
24,41,0.585365853658537,0.35873983739837395,0.022357723577236,Printed_extended
18,16,1.125,0.33333333333333304,0.052083333333333,Other_extended
19,180,0.10555555555555601,0.324853801169591,0.004970760233918,Printed_extended
18,37,0.48648648648648707,0.31531531531531504,0.027027027027027,Handwritten_extended
18,23,0.7826086956521741,0.458937198067633,0.038647342995169,Printed_extended
4,9,0.444444444444444,0.027777777777778,0.111111111111111,Other_extended
23,127,0.181102362204724,0.261554262238959,0.007874015748031999,Handwritten_extended
18,80,0.225,0.277777777777778,0.0125,Printed_extended
21,54,0.38888888888888895,0.19312169312169297,0.017636684303351004,Handwritten_extended
23,33,0.696969696969697,0.287220026350461,0.03030303030303,Handwritten_extended
12,40,0.3,0.254166666666667,0.025,Printed_extended
12,52,0.23076923076923103,0.150641025641026,0.016025641025641003,Handwritten_extended
26,55,0.47272727272727294,0.325174825174825,0.018181818181818,Handwritten_extended
13,10,1.3,0.476923076923077,0.069230769230769,Other_extended
17,4,4.25,0.529411764705882,0.044117647058824004,Other_extended
15,33,0.45454545454545503,0.23434343434343397,0.026262626262626,Printed_extended
8,37,0.216216216216216,0.27364864864864896,0.02027027027027,Printed_extended
6,16,0.375,0.15625,0.0625,Other_extended
3,3,1.0,0.666666666666667,0.222222222222222,Other_extended
18,142,0.126760563380282,0.289514866979656,0.007042253521127,Printed_extended
18,75,0.24,0.19037037037037,0.013333333333333,Handwritten_extended
76,212,0.358490566037736,0.161308341608739,0.004716981132075,Handwritten_extended
20,85,0.23529411764705901,0.21,0.011176470588235,Handwritten_extended
14,91,0.153846153846154,0.29356357927786497,0.010989010989011,Handwritten_extended
17,176,0.09659090909090899,0.237299465240642,0.005681818181818001,Printed_extended
8,7,1.14285714285714,0.33928571428571397,0.107142857142857,Other_extended
20,126,0.158730158730159,0.22777777777777802,0.007936507936508,Handwritten_extended
5,8,0.625,0.3,0.075,Other_extended
22,64,0.34375,0.19318181818181798,0.015625,Handwritten_extended
6,12,0.5,0.138888888888889,0.083333333333333,Other_extended
6,13,0.46153846153846206,0.115384615384615,0.076923076923077,Other_extended
4,37,0.108108108108108,0.006756756756756999,0.027027027027027,Other_extended
8,13,0.615384615384615,0.18269230769230801,0.076923076923077,Other_extended
22,69,0.318840579710145,0.22068511198946,0.013175230566535,Printed_extended
17,176,0.09659090909090899,0.24532085561497302,0.005681818181818001,Printed_extended
20,53,0.377358490566038,0.204716981132075,0.018867924528301997,Handwritten_extended
3,9,0.33333333333333304,0.407407407407407,0.111111111111111,Other_extended
3,5,0.6,0.066666666666667,0.066666666666667,Other_extended
21,46,0.456521739130435,0.220496894409938,0.021739130434783,Printed_extended
4,3,1.33333333333333,0.33333333333333304,0.166666666666667,Other_extended
3,3,1.0,0.222222222222222,0.111111111111111,Other_extended
5,14,0.3571428571428571,0.11428571428571402,0.07142857142857201,Other_extended
19,45,0.422222222222222,0.26900584795321597,0.021052631578946997,Handwritten_extended
20,53,0.377358490566038,0.233018867924528,0.018867924528301997,Handwritten_extended
23,15,1.53333333333333,0.449275362318841,0.040579710144928,Other_extended
19,45,0.422222222222222,0.23859649122807,0.021052631578946997,Handwritten_extended
29,86,0.337209302325581,0.250601443464314,0.011627906976744,Handwritten_extended
22,183,0.120218579234973,0.263288623944362,0.005464480874317001,Printed_extended
4,11,0.36363636363636404,0.136363636363636,0.022727272727273,Other_extended
27,33,0.818181818181818,0.310886644219978,0.03030303030303,Handwritten_extended
21,80,0.2625,0.180952380952381,0.011309523809524,Printed_extended
3,6,0.5,0.33333333333333304,0.055555555555556,Other_extended
30,40,0.75,0.18833333333333302,0.025,Other_extended
12,52,0.23076923076923103,0.27083333333333304,0.019230769230768996,Printed_extended
9,27,0.33333333333333304,0.31275720164609006,0.028806584362139998,Other_extended
12,52,0.23076923076923103,0.158653846153846,0.016025641025641003,Handwritten_extended
16,47,0.340425531914894,0.719414893617021,0.021276595744681,Handwritten_extended
16,52,0.307692307692308,0.293269230769231,0.016826923076923,Handwritten_extended
15,23,0.652173913043478,0.272463768115942,0.040579710144928,Handwritten_extended
13,25,0.52,0.098461538461539,0.04,Handwritten_extended
788,15,52.5333333333333,0.138663282571912,0.001184433164129,Other_extended
18,23,0.7826086956521741,0.458937198067633,0.038647342995169,Printed_extended
16,61,0.262295081967213,0.32581967213114804,0.014344262295082,Printed_extended
39,25,1.56,0.344615384615385,0.024615384615384997,Printed_extended
21,78,0.269230769230769,0.14896214896214902,0.012210012210011998,Handwritten_extended
21,54,0.38888888888888895,0.21693121693121697,0.017636684303351004,Printed_extended
5,13,0.384615384615385,0.16923076923076902,0.076923076923077,Other_extended
3,4,0.75,0.083333333333333,0.166666666666667,Other_extended
24,54,0.444444444444444,0.19753086419753102,0.018518518518518996,Handwritten_extended
12,162,0.074074074074074,0.251543209876543,0.006172839506173,Printed_extended
4,4,1.0,0.6875,0.1875,Other_extended
17,41,0.41463414634146295,0.279770444763271,0.021520803443329,Printed_extended
20,70,0.28571428571428603,0.3721428571428571,0.014285714285713997,Printed_extended
3,3,1.0,0.7777777777777779,0.222222222222222,Other_extended
8,7,1.14285714285714,0.30357142857142894,0.107142857142857,Other_extended
6,12,0.5,0.083333333333333,0.083333333333333,Other_extended
6,13,0.46153846153846206,0.41025641025640996,0.076923076923077,Other_extended
3,3,1.0,0.444444444444444,0.222222222222222,Other_extended
21,77,0.272727272727273,0.147186147186147,0.011750154607297999,Handwritten_extended
14,24,0.583333333333333,0.33333333333333304,0.035714285714286004,Printed_extended
4,3,1.33333333333333,0.4166666666666671,0.083333333333333,Other_extended
6,12,0.5,0.4583333333333329,0.083333333333333,Other_extended
8,19,0.421052631578947,0.34868421052631604,0.052631578947369,Other_extended
5,5,1.0,0.24,0.16,Other_extended
3,3,1.0,0.666666666666667,0.222222222222222,Other_extended
58,62,0.9354838709677421,0.196051167964405,0.016129032258065,Handwritten_extended
368,16,23.0,0.43919836956521796,0.0025475543478260003,Other_extended
50,150,0.33333333333333304,0.18933333333333302,0.006666666666667,Handwritten_extended
6,10,0.6,0.6,0.1,Other_extended
5,9,0.555555555555556,0.577777777777778,0.111111111111111,Other_extended
5,4,1.25,0.3,0.1,Other_extended
3,12,0.25,0.055555555555556,0.083333333333333,Other_extended
20,16,1.25,0.403125,0.046875,Handwritten_extended
4,3,1.33333333333333,0.4166666666666671,0.166666666666667,Other_extended
3,3,1.0,0.33333333333333304,0.111111111111111,Other_extended
